2	90, 5, 3, 1, 1
2	90, 5, 3, 1, 1
26	90, 5, 3, 1, 1
26	90, 5, 3, 1, 1
30	90, 5, 3, 1, 1
30	90, 5, 3, 1, 1
37	90, 5, 3, 1, 1
37	90, 5, 3, 1, 1
59	90, 5, 3, 1, 1
59	90, 5, 3, 1, 1
65	70, 20, 5, 3, 2
65	90, 5, 3, 1, 1
66	90, 5, 3, 1, 1
66	90, 5, 3, 1, 1
84	90, 5, 3, 1, 1
84	90, 5, 3, 1, 1
86	90, 5, 3, 1, 1
86	90, 5, 3, 1, 1
90	80, 15, 3, 1, 1
90	70, 20, 5, 3, 2
97	90, 5, 3, 1, 1
97	90, 5, 3, 1, 1
101	90, 5, 3, 1, 1
101	90, 5, 3, 1, 1
144	90, 5, 3, 1, 1
144	90, 5, 3, 1, 1
149	90, 5, 3, 1, 1
149	90, 5, 3, 1, 1
151	90, 5, 3, 1, 1
151	90, 5, 3, 1, 1
158	90, 5, 3, 1, 1
158	90, 5, 3, 1, 1
168	90, 5, 3, 1, 1
168	90, 5, 3, 1, 1
183	90, 5, 3, 1, 1
183	90, 5, 3, 1, 1
205	90, 5, 3, 1, 1
205	90, 5, 3, 1, 1
209	90, 5, 3, 1, 1
209	90, 5, 3, 1, 1
227	90, 5, 3, 1, 1
227	90, 5, 3, 1, 1
245	90, 5, 3, 1, 1
245	90, 5, 3, 1, 1
247	90, 5, 3, 1, 1
247	90, 5, 3, 1, 1
251	90, 5, 3, 1, 1
251	90, 5, 3, 1, 1
259	90, 5, 3, 1, 1
259	90, 5, 3, 1, 1
263	90, 5, 3, 1, 1
263	90, 5, 3, 1, 1
267	90, 5, 3, 1, 1
267	90, 5, 3, 1, 1
270	90, 5, 3, 1, 1
270	90, 5, 3, 1, 1
278	90, 5, 3, 1, 1
278	90, 5, 3, 1, 1
282	90, 5, 3, 1, 1
282	50, 30, 15, 3, 2
283	90, 5, 3, 1, 1
283	90, 5, 3, 1, 1
291	90, 5, 3, 1, 1
291	90, 5, 3, 1, 1
299	90, 5, 3, 1, 1
299	90, 5, 3, 1, 1
301	90, 5, 3, 1, 1
301	90, 5, 3, 1, 1
308	90, 5, 3, 1, 1
308	90, 5, 3, 1, 1
